row.number,subject,trial,color,FID,AD,reward.level,shock.level
1190,5,86,3,37,15,1,1
1191,5,87,1,74,63,1,1
1192,5,88,2,40,39,1,1
1193,5,89,4,26,15,0,0
1194,5,90,4,68,57,0,0
1195,5,91,4,67,57,0,0
1196,5,92,4,0,22,0,0
1197,5,93,2,46,39,1,2
1198,5,94,2,47,39,1,2
1199,5,95,1,69,63,1,2
1200,5,96,3,44,22,1,2
1201,6,49,4,21,35,0,0
1202,6,50,4,51,65,0,0
1203,6,51,4,33,7,0,0
1204,6,52,4,6,42,0,0
1205,6,53,1,74,69,1,2
1206,6,54,3,40,14,1,2
1207,6,55,2,40,46,1,2
1208,6,56,1,75,65,1,2
1209,6,57,2,60,41,1,1
1210,6,58,3,40,28,1,1
1211,6,59,1,71,65,1,1
1212,6,60,3,33,14,1,1
1213,6,61,3,43,20,2,2
1214,6,62,1,72,71,2,2
1215,6,63,2,50,41,2,2
1216,6,64,3,41,20,2,2
1217,6,65,4,48,69,0,0
1218,6,66,4,45,44,0,0
1219,6,67,4,37,28,0,0
1220,6,68,4,61,33,0,0
1221,6,69,1,76,63,2,2
1222,6,70,3,53,22,2,2
1223,6,71,2,50,39,2,2
1224,6,72,1,72,57,2,2
1225,6,73,3,24,15,2,1
1226,6,74,1,71,63,2,1
1227,6,75,2,42,33,2,1
1228,6,76,1,75,52,2,1
1229,6,77,2,51,42,1,2
1230,6,78,3,59,9,1,2
1231,6,79,2,47,30,1,2
1232,6,80,3,38,9,1,2
1233,6,81,1,74,52,2,1
1234,6,82,1,55,69,2,1
1235,6,83,3,29,15,2,1
1236,6,84,2,46,33,2,1
1237,6,85,2,47,39,1,1
1238,6,86,3,28,15,1,1
1239,6,87,1,74,63,1,1
1240,6,88,2,45,39,1,1
1241,6,89,4,28,15,0,0
1242,6,90,4,69,57,0,0
1243,6,91,4,68,57,0,0
1244,6,92,4,34,22,0,0
1245,6,93,2,48,39,1,2
1246,6,94,2,49,39,1,2
1247,6,95,1,75,63,1,2
1248,6,96,3,44,22,1,2
1249,7,49,4,44,35,0,0
1250,7,50,4,44,65,0,0
1251,7,51,4,50,7,0,0
1252,7,52,4,28,42,0,0
1253,7,53,1,73,69,1,2
1254,7,54,3,50,14,1,2
1255,7,55,2,57,46,1,2
1256,7,56,1,74,65,1,2
1257,7,57,2,49,41,1,1
1258,7,58,3,46,28,1,1
1259,7,59,1,73,65,1,1
1260,7,60,3,48,14,1,1
1261,7,61,3,50,20,2,2
1262,7,62,1,57,71,2,2
1263,7,63,2,59,41,2,2
1264,7,64,3,47,20,2,2
1265,7,65,4,70,69,0,0
1266,7,66,4,64,44,0,0
1267,7,67,4,0,28,0,0
1268,7,68,4,76,33,0,0
1269,7,69,1,76,63,2,2
1270,7,70,3,45,22,2,2
1271,7,71,2,63,39,2,2
1272,7,72,1,75,57,2,2
1273,7,73,3,37,15,2,1
1274,7,74,1,75,63,2,1
1275,7,75,2,60,33,2,1
1276,7,76,1,73,52,2,1
1277,7,77,2,59,42,1,2
1278,7,78,3,48,9,1,2
1279,7,79,2,63,30,1,2
1280,7,80,3,50,9,1,2
1281,7,81,1,75,52,2,1
1282,7,82,1,55,69,2,1
1283,7,83,3,41,15,2,1
1284,7,84,2,62,33,2,1
1285,7,85,2,54,39,1,1
1286,7,86,3,38,15,1,1
1287,7,87,1,75,63,1,1
1288,7,88,2,52,39,1,1
1289,7,89,4,27,15,0,0
1290,7,90,4,70,57,0,0
1291,7,91,4,67,57,0,0
1292,7,92,4,39,22,0,0
1293,7,93,2,61,39,1,2
1294,7,94,2,64,39,1,2
1295,7,95,1,74,63,1,2
1296,7,96,3,44,22,1,2
1297,8,49,4,45,35,0,0
1298,8,50,4,66,65,0,0
1299,8,51,4,19,7,0,0
1300,8,52,4,28,42,0,0
1301,8,53,1,74,69,1,2
1302,8,54,3,37,14,1,2
1303,8,55,2,51,46,1,2
1304,8,56,1,76,65,1,2
1305,8,57,2,27,41,1,1
1306,8,58,3,34,28,1,1
1307,8,59,1,77,65,1,1
1308,8,60,3,47,14,1,1
1309,8,61,3,38,20,2,2
1310,8,62,1,57,71,2,2
1311,8,63,2,58,41,2,2
1312,8,64,3,34,20,2,2
1313,8,65,4,74,69,0,0
1314,8,66,4,49,44,0,0
1315,8,67,4,22,28,0,0
1316,8,68,4,53,33,0,0
1317,8,69,1,73,63,2,2
1318,8,70,3,43,22,2,2
1319,8,71,2,52,39,2,2
1320,8,72,1,76,57,2,2
1321,8,73,3,34,15,2,1
1322,8,74,1,70,63,2,1
1323,8,75,2,56,33,2,1
1324,8,76,1,69,52,2,1
1325,8,77,2,58,42,1,2
1326,8,78,3,40,9,1,2
1327,8,79,2,55,30,1,2
1328,8,80,3,44,9,1,2
1329,8,81,1,66,52,2,1
1330,8,82,1,55,69,2,1
1331,8,83,3,27,15,2,1
1332,8,84,2,51,33,2,1
1333,8,85,2,45,39,1,1
1334,8,86,3,22,15,1,1
1335,8,87,1,72,63,1,1
1336,8,88,2,51,39,1,1
1337,8,89,4,24,15,0,0
1338,8,90,4,68,57,0,0
1339,8,91,4,64,57,0,0
1340,8,92,4,23,22,0,0
1341,8,93,2,53,39,1,2
1342,8,94,2,53,39,1,2
1343,8,95,1,69,63,1,2
1344,8,96,3,37,22,1,2
1345,9,49,4,21,35,0,0
1346,9,50,4,29,65,0,0
1347,9,51,4,17,7,0,0
1348,9,52,4,50,42,0,0
1349,9,53,1,78,69,1,2
1350,9,54,3,47,14,1,2
1351,9,55,2,25,46,1,2
1352,9,56,1,51,65,1,2
1353,9,57,2,46,41,1,1
1354,9,58,3,46,28,1,1
1355,9,59,1,51,65,1,1
1356,9,60,3,56,14,1,1
1357,9,61,3,66,20,2,2
1358,9,62,1,42,71,2,2
1359,9,63,2,50,41,2,2
1360,9,64,3,61,20,2,2
1361,9,65,4,48,69,0,0
1362,9,66,4,73,44,0,0
1363,9,67,4,72,28,0,0
1364,9,68,4,44,33,0,0
1365,9,69,1,79,63,2,2
1366,9,70,3,65,22,2,2
1367,9,71,2,46,39,2,2
1368,9,72,1,79,57,2,2
1369,9,73,3,55,15,2,1
1370,9,74,1,69,63,2,1
1371,9,75,2,48,33,2,1
1372,9,76,1,72,52,2,1
1373,9,77,2,50,42,1,2
1374,9,78,3,78,9,1,2
1375,9,79,2,45,30,1,2
1376,9,80,3,51,9,1,2
1377,9,81,1,72,52,2,1
1378,9,82,1,79,69,2,1
1379,9,83,3,49,15,2,1
1380,9,84,2,46,33,2,1
1381,9,85,2,46,39,1,1
1382,9,86,3,44,15,1,1
1383,9,87,1,49,63,1,1
1384,9,88,2,45,39,1,1
1385,9,89,4,36,15,0,0
1386,9,90,4,76,57,0,0
1387,9,91,4,69,57,0,0
1388,9,92,4,53,22,0,0
1389,9,93,2,48,39,1,2
1390,9,94,2,73,39,1,2
1391,9,95,1,57,63,1,2
1392,9,96,3,46,22,1,2
1393,10,49,4,48,35,0,0
1394,10,50,4,51,65,0,0
1395,10,51,4,51,7,0,0
1396,10,52,4,43,42,0,0
1397,10,53,1,55,69,1,2
1398,10,54,3,60,14,1,2
1399,10,55,2,17,46,1,2
1400,10,56,1,51,65,1,2
1401,10,57,2,52,41,1,1
1402,10,58,3,53,28,1,1
1403,10,59,1,44,65,1,1
1404,10,60,3,53,14,1,1
1405,10,61,3,58,20,2,2
1406,10,62,1,0,71,2,2
1407,10,63,2,48,41,2,2
1408,10,64,3,69,20,2,2
1409,10,65,4,48,69,0,0
1410,10,66,4,8,44,0,0
1411,10,67,4,43,28,0,0
1412,10,68,4,44,33,0,0
1413,10,69,1,42,63,2,2
1414,10,70,3,74,22,2,2
1415,10,71,2,55,39,2,2
1416,10,72,1,43,57,2,2
1417,10,73,3,61,15,2,1
1418,10,74,1,49,63,2,1
1419,10,75,2,54,33,2,1
1420,10,76,1,38,52,2,1
1421,10,77,2,52,42,1,2
1422,10,78,3,69,9,1,2
1423,10,79,2,45,30,1,2
1424,10,80,3,56,9,1,2
1425,10,81,1,38,52,2,1
1426,10,82,1,55,69,2,1
1427,10,83,3,53,15,2,1
1428,10,84,2,61,33,2,1
1429,10,85,2,47,39,1,1
1430,10,86,3,71,15,1,1
1431,10,87,1,19,63,1,1
1432,10,88,2,50,39,1,1
1433,10,89,4,51,15,0,0
1434,10,90,4,43,57,0,0
1435,10,91,4,0,57,0,0
1436,10,92,4,58,22,0,0
1437,10,93,2,58,39,1,2
1438,10,94,2,61,39,1,2
1439,10,95,1,12,63,1,2
1440,10,96,3,60,22,1,2
1441,11,49,4,5,35,0,0
1442,11,50,4,47,65,0,0
1443,11,51,4,28,7,0,0
1444,11,52,4,31,42,0,0
1445,11,53,1,69,69,1,2
1446,11,54,3,35,14,1,2
1447,11,55,2,55,46,1,2
1448,11,56,1,74,65,1,2
1449,11,57,2,57,41,1,1
1450,11,58,3,18,28,1,1
1451,11,59,1,75,65,1,1
1452,11,60,3,34,14,1,1
1453,11,61,3,44,20,2,2
1454,11,62,1,68,71,2,2
1455,11,63,2,60,41,2,2
1456,11,64,3,37,20,2,2
1457,11,65,4,62,69,0,0
1458,11,66,4,53,44,0,0
1459,11,67,4,0,28,0,0
1460,11,68,4,58,33,0,0
1461,11,69,1,75,63,2,2
1462,11,70,3,39,22,2,2
1463,11,71,2,49,39,2,2
1464,11,72,1,72,57,2,2
1465,11,73,3,30,15,2,1
1466,11,74,1,65,63,2,1
1467,11,75,2,52,33,2,1
1468,11,76,1,71,52,2,1
1469,11,77,2,55,42,1,2
1470,11,78,3,28,9,1,2
1471,11,79,2,50,30,1,2
1472,11,80,3,39,9,1,2
1473,11,81,1,69,52,2,1
1474,11,82,1,53,69,2,1
1475,11,83,3,22,15,2,1
1476,11,84,2,57,33,2,1
1477,11,85,2,48,39,1,1
1478,11,86,3,30,15,1,1
1479,11,87,1,65,63,1,1
1480,11,88,2,54,39,1,1
1481,11,89,4,20,15,0,0
1482,11,90,4,69,57,0,0
1483,11,91,4,71,57,0,0
1484,11,92,4,19,22,0,0
1485,11,93,2,60,39,1,2
1486,11,94,2,63,39,1,2
1487,11,95,1,74,63,1,2
1488,11,96,3,39,22,1,2
1489,12,49,4,51,35,0,0
1490,12,50,4,54,65,0,0
1491,12,51,4,31,7,0,0
1492,12,52,4,46,42,0,0
1493,12,53,1,63,69,1,2
1494,12,54,3,32,14,1,2
1495,12,55,2,30,46,1,2
1496,12,56,1,65,65,1,2
1497,12,57,2,58,41,1,1
1498,12,58,3,37,28,1,1
1499,12,59,1,42,65,1,1
1500,12,60,3,39,14,1,1
1501,12,61,3,39,20,2,2
1502,12,62,1,66,71,2,2
1503,12,63,2,60,41,2,2
1504,12,64,3,37,20,2,2
1505,12,65,4,54,69,0,0
1506,12,66,4,57,44,0,0
1507,12,67,4,9,28,0,0
1508,12,68,4,56,33,0,0
1509,12,69,1,71,63,2,2
1510,12,70,3,42,22,2,2
1511,12,71,2,53,39,2,2
1512,12,72,1,67,57,2,2
1513,12,73,3,28,15,2,1
1514,12,74,1,23,63,2,1
1515,12,75,2,59,33,2,1
1516,12,76,1,63,52,2,1
1517,12,77,2,53,42,1,2
1518,12,78,3,35,9,1,2
1519,12,79,2,65,30,1,2
1520,12,80,3,34,9,1,2
1521,12,81,1,70,52,2,1
1522,12,82,1,57,69,2,1
1523,12,83,3,20,15,2,1
1524,12,84,2,60,33,2,1
1525,12,85,2,35,39,1,1
1526,12,86,3,68,15,1,1
1527,12,87,1,53,63,1,1
1528,12,88,2,59,39,1,1
1529,12,89,4,31,15,0,0
1530,12,90,4,58,57,0,0
1531,12,91,4,67,57,0,0
1532,12,92,4,13,22,0,0
1533,12,93,2,60,39,1,2
1534,12,94,2,63,39,1,2
1535,12,95,1,67,63,1,2
1536,12,96,3,39,22,1,2
1537,13,49,4,42,35,0,0
1538,13,50,4,49,65,0,0
1539,13,51,4,53,7,0,0
1540,13,52,4,32,42,0,0
1541,13,53,1,73,69,1,2
1542,13,54,3,51,14,1,2
1543,13,55,2,52,46,1,2
1544,13,56,1,74,65,1,2
1545,13,57,2,44,41,1,1
1546,13,58,3,47,28,1,1
1547,13,59,1,73,65,1,1
1548,13,60,3,52,14,1,1
1549,13,61,3,49,20,2,2
1550,13,62,1,58,71,2,2
1551,13,63,2,64,41,2,2
1552,13,64,3,50,20,2,2
1553,13,65,4,72,69,0,0
1554,13,66,4,61,44,0,0
1555,13,67,4,1,28,0,0
1556,13,68,4,76,33,0,0
1557,13,69,1,76,63,2,2
1558,13,70,3,47,22,2,2
1559,13,71,2,58,39,2,2
1560,13,72,1,75,57,2,2
1561,13,73,3,38,15,2,1
1562,13,74,1,75,63,2,1
1563,13,75,2,63,33,2,1
1564,13,76,1,73,52,2,1
1565,13,77,2,58,42,1,2
1566,13,78,3,49,9,1,2
1567,13,79,2,65,30,1,2
1568,13,80,3,48,9,1,2
1569,13,81,1,75,52,2,1
1570,13,82,1,60,69,2,1
1571,13,83,3,36,15,2,1
1572,13,84,2,65,33,2,1
1573,13,85,2,50,39,1,1
1574,13,86,3,43,15,1,1
1575,13,87,1,75,63,1,1
1576,13,88,2,57,39,1,1
1577,13,89,4,28,15,0,0
1578,13,90,4,67,57,0,0
1579,13,91,4,71,57,0,0
1580,13,92,4,44,22,0,0
1581,13,93,2,63,39,1,2
1582,13,94,2,65,39,1,2
1583,13,95,1,74,63,1,2
1584,13,96,3,44,22,1,2
1585,15,49,4,71,35,0,0
1586,15,50,4,69,65,0,0
1587,15,51,4,72,7,0,0
1588,15,52,4,64,42,0,0
1589,15,53,1,70,69,1,2
1590,15,54,3,55,14,1,2
1591,15,55,2,67,46,1,2
1592,15,56,1,72,65,1,2
1593,15,57,2,71,41,1,1
1594,15,58,3,50,28,1,1
1595,15,59,1,66,65,1,1
1596,15,60,3,46,14,1,1
1597,15,61,3,55,20,2,2
1598,15,62,1,65,71,2,2
1599,15,63,2,71,41,2,2
1600,15,64,3,75,20,2,2
1601,15,65,4,48,69,0,0
1602,15,66,4,67,44,0,0
1603,15,67,4,55,28,0,0
1604,15,68,4,59,33,0,0
1605,15,69,1,73,63,2,2
1606,15,70,3,49,22,2,2
1607,15,71,2,70,39,2,2
1608,15,72,1,73,57,2,2
1609,15,73,3,41,15,2,1
1610,15,74,1,68,63,2,1
1611,15,75,2,72,33,2,1
1612,15,76,1,66,52,2,1
1613,15,77,2,65,42,1,2
1614,15,78,3,80,9,1,2
1615,15,79,2,66,30,1,2
1616,15,80,3,46,9,1,2
1617,15,81,1,70,52,2,1
1618,15,82,1,63,69,2,1
1619,15,83,3,44,15,2,1
1620,15,84,2,71,33,2,1
1621,15,85,2,61,39,1,1
1622,15,86,3,41,15,1,1
1623,15,87,1,68,63,1,1
1624,15,88,2,63,39,1,1
1625,15,89,4,50,15,0,0
1626,15,90,4,69,57,0,0
1627,15,91,4,68,57,0,0
1628,15,92,4,48,22,0,0
1629,15,93,2,63,39,1,2
1630,15,94,2,68,39,1,2
1631,15,95,1,57,63,1,2
1632,15,96,3,51,22,1,2
1633,16,49,4,41,35,0,0
1634,16,50,4,36,65,0,0
1635,16,51,4,52,7,0,0
1636,16,52,4,47,42,0,0
1637,16,53,1,63,69,1,2
1638,16,54,3,38,14,1,2
1639,16,55,2,52,46,1,2
1640,16,56,1,66,65,1,2
1641,16,57,2,56,41,1,1
1642,16,58,3,7,28,1,1
1643,16,59,1,44,65,1,1
1644,16,60,3,26,14,1,1
1645,16,61,3,29,20,2,2
1646,16,62,1,57,71,2,2
1647,16,63,2,72,41,2,2
1648,16,64,3,15,20,2,2
1649,16,65,4,55,69,0,0
1650,16,66,4,63,44,0,0
1651,16,67,4,67,28,0,0
1652,16,68,4,50,33,0,0
1653,16,69,1,67,63,2,2
1654,16,70,3,37,22,2,2
1655,16,71,2,52,39,2,2
1656,16,72,1,67,57,2,2
1657,16,73,3,29,15,2,1
1658,16,74,1,64,63,2,1
1659,16,75,2,50,33,2,1
1660,16,76,1,73,52,2,1
1661,16,77,2,52,42,1,2
1662,16,78,3,38,9,1,2
1663,16,79,2,47,30,1,2
1664,16,80,3,33,9,1,2
1665,16,81,1,71,52,2,1
1666,16,82,1,55,69,2,1
1667,16,83,3,29,15,2,1
1668,16,84,2,54,33,2,1
1669,16,85,2,63,39,1,1
1670,16,86,3,28,15,1,1
1671,16,87,1,73,63,1,1
1672,16,88,2,58,39,1,1
1673,16,89,4,23,15,0,0
1674,16,90,4,64,57,0,0
1675,16,91,4,65,57,0,0
1676,16,92,4,28,22,0,0
1677,16,93,2,60,39,1,2
1678,16,94,2,56,39,1,2
1679,16,95,1,69,63,1,2
1680,16,96,3,10,22,1,2
1681,17,49,4,69,35,0,0
1682,17,50,4,51,65,0,0
1683,17,51,4,72,7,0,0
1684,17,52,4,65,42,0,0
1685,17,53,1,77,69,1,2
1686,17,54,3,63,14,1,2
1687,17,55,2,66,46,1,2
1688,17,56,1,78,65,1,2
1689,17,57,2,53,41,1,1
1690,17,58,3,64,28,1,1
1691,17,59,1,79,65,1,1
1692,17,60,3,62,14,1,1
1693,17,61,3,80,20,2,2
1694,17,62,1,79,71,2,2
1695,17,63,2,54,41,2,2
1696,17,64,3,59,20,2,2
1697,17,65,4,79,69,0,0
1698,17,66,4,30,44,0,0
1699,17,67,4,36,28,0,0
1700,17,68,4,46,33,0,0
1701,17,69,1,79,63,2,2
1702,17,70,3,64,22,2,2
1703,17,71,2,50,39,2,2
1704,17,72,1,76,57,2,2
1705,17,73,3,63,15,2,1
1706,17,74,1,79,63,2,1
1707,17,75,2,65,33,2,1
1708,17,76,1,77,52,2,1
1709,17,77,2,67,42,1,2
1710,17,78,3,48,9,1,2
1711,17,79,2,51,30,1,2
1712,17,80,3,42,9,1,2
1713,17,81,1,79,52,2,1
1714,17,82,1,75,69,2,1
1715,17,83,3,55,15,2,1
1716,17,84,2,61,33,2,1
1717,17,85,2,66,39,1,1
1718,17,86,3,39,15,1,1
1719,17,87,1,77,63,1,1
1720,17,88,2,61,39,1,1
1721,17,89,4,26,15,0,0
1722,17,90,4,78,57,0,0
1723,17,91,4,76,57,0,0
1724,17,92,4,28,22,0,0
1725,17,93,2,62,39,1,2
1726,17,94,2,59,39,1,2
1727,17,95,1,76,63,1,2
1728,17,96,3,50,22,1,2
1729,18,49,4,0,35,0,0
1730,18,50,4,0,65,0,0
1731,18,51,4,22,7,0,0
1732,18,52,4,43,42,0,0
1733,18,53,1,74,69,1,2
1734,18,54,3,38,14,1,2
1735,18,55,2,60,46,1,2
1736,18,56,1,72,65,1,2
1737,18,57,2,62,41,1,1
1738,18,58,3,22,28,1,1
1739,18,59,1,74,65,1,1
1740,18,60,3,39,14,1,1
1741,18,61,3,41,20,2,2
1742,18,62,1,75,71,2,2
1743,18,63,2,66,41,2,2
1744,18,64,3,41,20,2,2
1745,18,65,4,0,69,0,0
1746,18,66,4,50,44,0,0
1747,18,67,4,33,28,0,0
1748,18,68,4,58,33,0,0
1749,18,69,1,77,63,2,2
1750,18,70,3,43,22,2,2
1751,18,71,2,61,39,2,2
1752,18,72,1,74,57,2,2
1753,18,73,3,35,15,2,1
1754,18,74,1,74,63,2,1
1755,18,75,2,61,33,2,1
1756,18,76,1,72,52,2,1
1757,18,77,2,60,42,1,2
1758,18,78,3,38,9,1,2
1759,18,79,2,56,30,1,2
1760,18,80,3,39,9,1,2
1761,18,81,1,68,52,2,1
1762,18,82,1,55,69,2,1
1763,18,83,3,37,15,2,1
1764,18,84,2,59,33,2,1
1765,18,85,2,46,39,1,1
1766,18,86,3,32,15,1,1
1767,18,87,1,75,63,1,1
1768,18,88,2,58,39,1,1
1769,18,89,4,32,15,0,0
1770,18,90,4,72,57,0,0
1771,18,91,4,36,57,0,0
1772,18,92,4,79,22,0,0
1773,18,93,2,59,39,1,2
1774,18,94,2,58,39,1,2
1775,18,95,1,72,63,1,2
1776,18,96,3,43,22,1,2
1777,19,49,4,0,35,0,0
1778,19,50,4,0,65,0,0
1779,19,51,4,30,7,0,0
1780,19,52,4,28,42,0,0
1781,19,53,1,77,69,1,2
1782,19,54,3,36,14,1,2
1783,19,55,2,32,46,1,2
1784,19,56,1,78,65,1,2
1785,19,57,2,52,41,1,1
1786,19,58,3,14,28,1,1
1787,19,59,1,74,65,1,1
1788,19,60,3,31,14,1,1
1789,19,61,3,38,20,2,2
1790,19,62,1,76,71,2,2
1791,19,63,2,51,41,2,2
1792,19,64,3,40,20,2,2
1793,19,65,4,55,69,0,0
1794,19,66,4,54,44,0,0
1795,19,67,4,32,28,0,0
1796,19,68,4,53,33,0,0
